"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m2)","PAR (mumol/m^2/s)","max. PAR (mumol/m^2/s)","Tlog (degC)","CO2 (ppm)"
05.02.2018 06:30:00, 1000.36,   -4.67,  268.46,   -5.58,   93.30,    4.31,    4.03,    0.29,    2.51,    4.02, 1295.97,    0.68,    1.20,  147.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.01,  437.90
05.02.2018 06:40:00, 1000.50,   -4.67,  268.46,   -5.57,   93.30,    4.32,    4.03,    0.29,    2.51,    4.03, 1296.12,    1.27,    2.12,   49.52,    0.00,    0.00,    0.00,    0.00,    0.00,    7.95,  437.90
05.02.2018 06:50:00, 1000.53,   -4.73,  268.39,   -5.62,   93.40,    4.30,    4.01,    0.28,    2.50,    4.01, 1296.49,    1.23,    1.96,   52.91,    0.00,    0.00,    0.00,    0.00,    0.00,    7.91,  431.10
05.02.2018 07:00:00, 1000.63,   -4.75,  268.36,   -5.57,   93.90,    4.29,    4.03,    0.26,    2.51,    4.02, 1296.71,    0.87,    1.32,   58.03,    0.00,    0.00,    0.00,    0.00,    0.00,    7.87,  430.50
05.02.2018 07:10:00, 1000.71,   -4.69,  268.41,   -5.49,   94.10,    4.31,    4.05,    0.25,    2.52,    4.05, 1296.52,    0.91,    1.52,   73.80,    0.00,    0.00,    0.00,    0.00,    0.00,    7.82,  426.60
05.02.2018 07:20:00, 1000.79,   -4.60,  268.50,   -5.34,   94.50,    4.34,    4.10,    0.24,    2.55,    4.10, 1296.16,    0.59,    1.52,   41.18,    0.00,    0.00,    0.00,    0.00,    0.00,    7.78,  425.20
05.02.2018 07:30:00, 1000.82,   -4.63,  268.47,   -5.41,   94.20,    4.33,    4.08,    0.25,    2.54,    4.07, 1296.34,    1.06,    2.08,   67.45,    0.00,    0.00,    0.00,    0.00,    0.00,    7.74,  425.40
05.02.2018 07:40:00, 1000.83,   -4.56,  268.54,   -5.30,   94.50,    4.35,    4.11,    0.24,    2.56,    4.11, 1296.00,    0.71,    1.48,   78.70,    0.00,    0.00,    0.20,    1.35,    2.51,    7.72,  427.00
05.02.2018 07:50:00, 1000.89,   -4.30,  268.79,   -5.05,   94.50,    4.44,    4.19,    0.24,    2.61,    4.19, 1294.80,    0.69,    1.34,  214.00,    0.00,    0.00,    1.41,    2.70,    3.09,    7.70,  429.00
05.02.2018 08:00:00, 1000.94,   -4.53,  268.56,   -5.37,   93.80,    4.36,    4.09,    0.27,    2.55,    4.09, 1295.99,    0.92,    1.20,  246.10,    0.00,    0.00,    2.01,    4.44,    5.79,    7.70,  427.50
05.02.2018 08:10:00, 1000.93,   -4.53,  268.56,   -5.32,   94.20,    4.36,    4.11,    0.25,    2.56,    4.10, 1296.00,    1.23,    1.52,  238.00,    0.00,    0.00,    4.02,    9.85,   12.36,    7.74,  427.00
05.02.2018 08:20:00, 1000.95,   -4.51,  268.57,   -5.30,   94.20,    4.37,    4.11,    0.25,    2.56,    4.11, 1295.94,    1.30,    1.56,  248.90,    0.00,    0.00,    5.63,   13.71,   15.83,    7.80,  426.50
05.02.2018 08:30:00, 1000.99,   -4.43,  268.66,   -5.20,   94.30,    4.40,    4.14,    0.25,    2.58,    4.14, 1295.56,    0.97,    1.44,  250.50,    0.00,    0.00,    8.25,   18.73,   19.69,    7.87,  426.60
05.02.2018 08:40:00, 1000.97,   -4.30,  268.79,   -5.09,   94.20,    4.44,    4.18,    0.26,    2.60,    4.18, 1294.90,    0.81,    1.46,  251.20,    0.00,   90.00,   11.27,   25.87,   31.08,    7.95,  426.90
05.02.2018 08:50:00, 1001.04,   -4.37,  268.71,   -5.21,   93.80,    4.41,    4.14,    0.27,    2.58,    4.14, 1295.34,    1.48,    1.94,  237.40,    0.00,    0.00,   17.91,   39.38,   47.68,    8.03,  427.40
05.02.2018 09:00:00, 1001.05,   -4.26,  268.82,   -5.08,   94.00,    4.45,    4.18,    0.27,    2.60,    4.18, 1294.82,    1.26,    1.68,  243.40,    0.00,    0.00,   23.34,   51.54,   54.05,    8.08,  427.60
05.02.2018 09:10:00, 1001.17,   -4.10,  268.97,   -4.95,   93.80,    4.50,    4.22,    0.28,    2.63,    4.22, 1294.20,    0.96,    1.44,  234.00,    0.00,    0.00,   25.55,   57.14,   61.58,    8.14,  427.70
05.02.2018 09:20:00, 1001.17,   -3.91,  269.16,   -4.82,   93.30,    4.57,    4.26,    0.31,    2.65,    4.26, 1293.24,    0.91,    1.12,  244.00,    0.00,    0.00,   35.61,   79.15,   89.58,    8.22,  427.90
05.02.2018 09:30:00, 1001.18,   -3.66,  269.41,   -4.69,   92.50,    4.66,    4.31,    0.35,    2.68,    4.30, 1292.04,    0.41,    0.84,  310.80,    0.00,    0.00,   40.85,   91.70,  130.31,    8.30,  428.60
05.02.2018 09:40:00, 1001.23,   -3.57,  269.50,   -4.75,   91.40,    4.69,    4.29,    0.40,    2.67,    4.28, 1291.66,    0.69,    1.04,   18.29,    0.00,    0.00,   53.72,  118.53,  148.07,    8.40,  430.80
05.02.2018 09:50:00, 1001.34,   -3.47,  269.59,   -4.64,   91.50,    4.72,    4.32,    0.40,    2.69,    4.32, 1291.31,    1.13,    1.56,   32.33,    0.00,    0.00,   55.94,  123.94,  135.33,    8.51,  434.50
05.02.2018 10:00:00, 1001.29,   -3.40,  269.66,   -4.55,   91.70,    4.75,    4.35,    0.39,    2.71,    4.35, 1290.92,    1.77,    2.97,   22.26,    0.00,    0.00,   64.39,  144.21,  183.78,    8.61,  436.40
05.02.2018 10:10:00, 1001.20,   -3.11,  269.96,   -4.25,   91.80,    4.85,    4.46,    0.40,    2.77,    4.45, 1289.36,    1.22,    2.24,   29.74,    0.00,    0.00,  105.23,  222.78,  261.97,    8.68,  434.00
05.02.2018 10:20:00, 1001.18,   -2.83,  270.24,   -4.15,   90.50,    4.96,    4.49,    0.47,    2.79,    4.48, 1287.96,    1.64,    2.75,   32.21,    0.00,    0.00,   66.20,  145.37,  244.02,    8.73,  433.50
05.02.2018 10:30:00, 1001.18,   -2.91,  270.16,   -4.24,   90.50,    4.93,    4.46,    0.47,    2.77,    4.45, 1288.37,    2.23,    3.01,   19.59,    0.00,    0.00,   52.52,  124.32,  140.54,    8.77,  437.80
05.02.2018 10:40:00, 1001.21,   -2.87,  270.19,   -4.13,   91.00,    4.94,    4.50,    0.44,    2.80,    4.49, 1288.22,    2.01,    2.77,   19.29,    0.00,    0.00,   72.43,  167.95,  192.86,    8.79,  436.40
05.02.2018 10:50:00, 1001.18,   -2.69,  270.38,   -3.97,   90.80,    5.01,    4.55,    0.46,    2.83,    4.54, 1287.26,    1.48,    2.02,   12.70,    0.00,    0.00,   98.59,  220.08,  248.65,    8.79,  434.80
05.02.2018 11:00:00, 1001.17,   -2.44,  270.63,   -3.86,   89.90,    5.10,    4.59,    0.52,    2.85,    4.58, 1286.09,    1.91,    3.13,   16.21,    0.00,    0.00,  103.22,  228.19,  252.32,    8.79,  432.30
05.02.2018 11:10:00, 1001.16,   -2.26,  270.81,   -3.83,   88.90,    5.17,    4.60,    0.57,    2.86,    4.59, 1285.18,    1.78,    3.01,   27.43,    0.00,    0.00,  105.84,  231.08,  309.65,    8.80,  432.10
05.02.2018 11:20:00, 1001.10,   -1.88,  271.20,   -3.69,   87.30,    5.32,    4.64,    0.68,    2.89,    4.64, 1283.28,    1.73,    2.64,   45.62,    0.00,    0.00,  353.52,  616.99,  827.61,    8.84,  430.60
05.02.2018 11:30:00, 1001.05,   -1.66,  271.42,   -3.79,   85.30,    5.41,    4.61,    0.79,    2.87,    4.61, 1282.20,    2.40,    3.41,   36.78,    0.00,    0.00,  251.71,  528.57,  607.14,    8.92,  429.10
05.02.2018 11:40:00, 1001.04,   -1.71,  271.37,   -4.01,   84.20,    5.39,    4.54,    0.85,    2.82,    4.53, 1282.47,    2.91,    4.13,   37.73,    0.00,    0.00,  211.47,  400.00,  843.24,    9.07,  426.70
05.02.2018 11:50:00, 1000.95,   -1.72,  271.37,   -4.30,   82.40,    5.38,    4.44,    0.95,    2.76,    4.43, 1282.44,    3.18,    4.57,   39.12,    0.00,    0.00,  111.27,  262.55,  377.61,    9.23,  423.60
05.02.2018 12:00:00, 1000.84,   -1.74,  271.35,   -4.42,   81.80,    5.37,    4.40,    0.98,    2.74,    4.39, 1282.42,    2.92,    4.61,   42.99,    0.00,    0.00,   94.16,  233.78,  265.44,    9.37,  422.90
05.02.2018 12:10:00, 1000.83,   -1.73,  271.37,   -4.25,   82.80,    5.38,    4.45,    0.93,    2.77,    4.45, 1282.31,    3.20,    4.29,   39.61,    0.00,    0.00,  100.20,  248.07,  275.29,    9.44,  425.10
05.02.2018 12:20:00, 1000.81,   -1.68,  271.41,   -4.08,   83.60,    5.40,    4.51,    0.89,    2.81,    4.51, 1282.06,    3.69,    4.93,   49.21,    0.00,    0.00,  116.50,  278.57,  332.43,    9.45,  424.40
05.02.2018 12:30:00, 1000.80,   -1.60,  271.49,   -4.18,   82.50,    5.43,    4.48,    0.95,    2.79,    4.48, 1281.69,    3.38,    5.41,   53.99,    0.00,    0.00,   91.75,  218.15,  254.63,    9.42,  421.90
05.02.2018 12:40:00, 1000.81,   -1.54,  271.56,   -4.40,   80.70,    5.46,    4.40,    1.05,    2.74,    4.40, 1281.42,    2.86,    4.93,   63.03,    0.00,    0.00,   88.13,  205.79,  264.48,    9.37,  420.00
05.02.2018 12:50:00, 1000.72,   -1.52,  271.58,   -4.41,   80.60,    5.46,    4.40,    1.06,    2.74,    4.40, 1281.25,    3.36,    4.65,   52.42,    0.00,    0.00,  102.62,  240.35,  268.92,    9.31,  421.00
05.02.2018 13:00:00, 1000.66,   -1.51,  271.60,   -4.41,   80.50,    5.47,    4.40,    1.07,    2.74,    4.40, 1281.11,    2.96,    4.45,   53.88,    0.00,    0.00,   88.93,  207.34,  247.30,    9.27,  422.00
05.02.2018 13:10:00, 1000.58,   -1.67,  271.45,   -4.30,   82.10,    5.40,    4.44,    0.97,    2.76,    4.43, 1281.72,    3.82,    5.17,   43.00,    0.00,    0.00,   61.77,  149.61,  179.34,    9.23,  424.40
05.02.2018 13:20:00, 1000.48,   -1.75,  271.37,   -4.44,   81.80,    5.37,    4.39,    0.98,    2.74,    4.39, 1282.02,    4.02,    6.49,   49.49,    0.00,    0.00,   49.90,  123.17,  148.07,    9.18,  422.10
05.02.2018 13:30:00, 1000.42,   -1.70,  271.42,   -4.70,   79.90,    5.39,    4.31,    1.08,    2.68,    4.30, 1281.75,    2.39,    4.65,   69.19,    0.00,    0.00,   80.89,  190.73,  212.93,    9.11,  420.60
05.02.2018 13:40:00, 1000.32,   -1.60,  271.54,   -4.78,   78.80,    5.43,    4.28,    1.15,    2.67,    4.28, 1281.14,    2.97,    4.35,   67.16,    0.00,    0.00,   98.19,  225.87,  239.58,    9.03,  420.10
05.02.2018 13:50:00, 1000.26,   -1.54,  271.60,   -4.86,   78.00,    5.45,    4.25,    1.20,    2.65,    4.25, 1280.82,    2.62,    4.63,   75.70,    0.00,    0.00,  110.87,  247.68,  273.36,    8.99,  419.80
05.02.2018 14:00:00, 1000.16,   -1.43,  271.72,   -4.80,   77.70,    5.50,    4.27,    1.23,    2.66,    4.27, 1280.15,    2.88,    4.29,   57.48,    0.00,    0.00,  117.30,  257.53,  281.66,    8.99,  420.60
05.02.2018 14:10:00, 1000.01,   -1.47,  271.69,   -4.84,   77.70,    5.48,    4.26,    1.22,    2.65,    4.26, 1280.15,    2.36,    3.69,   60.06,    0.00,    0.00,  104.02,  226.83,  266.41,    9.02,  420.50
05.02.2018 14:20:00,  999.87,   -1.47,  271.70,   -5.20,   75.60,    5.48,    4.14,    1.34,    2.58,    4.14, 1280.05,    3.62,    6.13,   53.19,    0.00,    0.00,  112.07,  235.33,  317.76,    9.06,  418.40
05.02.2018 14:30:00,  999.81,   -1.42,  271.76,   -5.16,   75.50,    5.50,    4.16,    1.35,    2.59,    4.16, 1279.70,    2.93,    4.57,   46.52,    0.00,    0.00,  109.66,  233.59,  333.78,    9.08,  418.90
05.02.2018 14:40:00,  999.70,   -1.47,  271.71,   -5.09,   76.20,    5.48,    4.18,    1.30,    2.60,    4.18, 1279.80,    3.53,    4.65,   37.78,    0.00,    0.00,   94.16,  213.90,  232.05,    9.06,  419.50
05.02.2018 14:50:00,  999.67,   -1.45,  271.73,   -4.90,   77.20,    5.49,    4.24,    1.25,    2.64,    4.24, 1279.64,    2.41,    3.57,   47.87,    0.00,    0.00,  110.06,  241.70,  288.03,    9.04,  419.80
05.02.2018 15:00:00,  999.61,   -1.32,  271.87,   -4.85,   76.80,    5.54,    4.26,    1.29,    2.65,    4.26, 1278.94,    2.33,    4.09,   43.77,    0.00,    0.00,  128.17,  268.53,  434.17,    9.01,  419.00
05.02.2018 15:10:00,  999.52,   -1.24,  271.95,   -4.86,   76.30,    5.58,    4.25,    1.32,    2.65,    4.26, 1278.46,    2.08,    3.63,   75.30,    0.00,    0.00,  174.45,  334.17,  503.09,    9.00,  418.80
05.02.2018 15:20:00,  999.42,   -0.94,  272.27,   -4.65,   75.80,    5.70,    4.32,    1.38,    2.69,    4.33, 1276.85,    2.32,    3.49,   64.95,    0.00,    0.00,  175.25,  310.42,  476.06,    9.03,  419.30
05.02.2018 15:30:00,  999.39,   -1.00,  272.21,   -4.72,   75.70,    5.68,    4.30,    1.38,    2.68,    4.30, 1277.11,    2.47,    4.97,   51.02,    0.00,    0.00,  111.47,  213.90,  276.45,    9.12,  419.60
05.02.2018 15:40:00,  999.34,   -1.19,  272.02,   -4.61,   77.40,    5.60,    4.33,    1.27,    2.70,    4.34, 1277.92,    3.29,    5.57,   51.86,    0.00,    0.00,   78.27,  155.02,  247.30,    9.25,  420.50
05.02.2018 15:50:00,  999.34,   -1.48,  271.73,   -4.66,   78.80,    5.48,    4.32,    1.16,    2.69,    4.32, 1279.29,    3.27,    4.73,   37.67,    0.00,    0.00,   37.22,   86.49,  110.62,    9.36,  420.50
05.02.2018 16:00:00,  999.33,   -1.61,  271.60,   -4.91,   78.10,    5.43,    4.24,    1.19,    2.64,    4.24, 1279.96,    3.32,    5.77,   61.95,    0.00,    0.00,   35.41,   83.98,  106.76,    9.40,  419.10
05.02.2018 16:10:00,  999.32,   -1.58,  271.63,   -4.96,   77.60,    5.44,    4.22,    1.22,    2.63,    4.22, 1279.80,    2.47,    3.69,   47.31,    0.00,    0.00,   39.24,   88.42,  106.76,    9.36,  419.80
05.02.2018 16:20:00,  999.23,   -1.59,  271.63,   -5.09,   76.90,    5.43,    4.18,    1.26,    2.61,    4.18, 1279.76,    1.79,    2.71,   54.90,    0.00,    0.00,   25.55,   65.83,   69.30,    9.28,  419.40
05.02.2018 16:30:00,  999.19,   -1.59,  271.63,   -5.08,   77.00,    5.43,    4.18,    1.25,    2.61,    4.19, 1279.72,    2.06,    3.45,   48.72,    0.00,    0.00,   19.32,   51.16,   57.92,    9.21,  420.20
05.02.2018 16:40:00,  999.11,   -1.70,  271.53,   -4.91,   78.60,    5.39,    4.24,    1.15,    2.64,    4.24, 1280.09,    2.54,    3.41,   40.51,    0.00,    0.00,   15.90,   42.28,   50.19,    9.15,  421.10
05.02.2018 16:50:00,  999.04,   -1.87,  271.37,   -4.71,   80.80,    5.33,    4.30,    1.02,    2.68,    4.31, 1280.75,    3.53,    4.89,   38.50,    0.00,    0.00,    9.46,   27.22,   33.78,    9.09,  422.20
05.02.2018 17:00:00,  998.99,   -1.98,  271.26,   -4.56,   82.40,    5.28,    4.35,    0.93,    2.71,    4.36, 1281.19,    3.68,    4.85,   35.64,    0.00,    0.00,    5.03,   16.22,   20.08,    9.00,  423.30
05.02.2018 17:10:00,  998.97,   -2.03,  271.21,   -4.45,   83.40,    5.26,    4.39,    0.87,    2.74,    4.39, 1281.37,    4.25,    5.17,   40.66,    0.00,    0.00,    1.81,    6.95,   10.23,    8.88,  423.30
05.02.2018 17:20:00,  998.94,   -2.09,  271.15,   -4.35,   84.40,    5.24,    4.42,    0.82,    2.76,    4.42, 1281.63,    4.24,    5.61,   40.65,    0.00,    0.00,    0.00,    2.32,    3.09,    8.72,  423.10
05.02.2018 17:30:00,  998.96,   -2.15,  271.10,   -4.30,   85.10,    5.22,    4.44,    0.78,    2.77,    4.44, 1281.90,    3.84,    5.01,   46.94,    0.00,    0.00,    0.00,    0.00,    1.35,    8.55,  422.90
05.02.2018 17:40:00,  998.96,   -2.12,  271.12,   -4.63,   82.80,    5.23,    4.33,    0.90,    2.70,    4.33, 1281.81,    3.09,    5.07,   49.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.39,  422.60
05.02.2018 17:50:00,  998.94,   -2.14,  271.10,   -4.62,   83.00,    5.22,    4.33,    0.89,    2.70,    4.34, 1281.91,    3.32,    4.73,   62.58,    0.00,    0.00,    0.00,    0.00,    0.00,    8.25,  422.20
05.02.2018 18:00:00,  998.97,   -2.17,  271.08,   -5.39,   78.40,    5.21,    4.08,    1.12,    2.55,    4.09, 1282.17,    3.20,    5.41,   76.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.14,  419.70
05.02.2018 18:10:00,  998.87,   -2.27,  270.97,   -5.85,   76.30,    5.17,    3.94,    1.22,    2.46,    3.95, 1282.63,    3.60,    5.25,   63.50,    0.00,    0.00,    0.00,    0.00,    0.00,    8.07,  418.30
05.02.2018 18:20:00,  998.81,   -2.42,  270.83,   -5.91,   76.80,    5.11,    3.92,    1.19,    2.45,    3.93, 1283.26,    2.04,    3.61,   56.88,    0.00,    0.00,    0.00,    0.00,    0.00,    8.00,  418.70
05.02.2018 18:30:00,  998.72,   -2.55,  270.71,   -5.95,   77.30,    5.06,    3.91,    1.15,    2.44,    3.92, 1283.75,    2.06,    3.01,   64.06,    0.00,    0.00,    0.00,    0.00,    0.00,    7.92,  419.40
05.02.2018 18:40:00,  998.77,   -2.66,  270.59,   -6.01,   77.60,    5.02,    3.89,    1.12,    2.43,    3.90, 1284.37,    1.74,    3.01,   61.01,    0.00,    0.00,    0.00,    0.00,    0.00,    7.83,  420.10
05.02.2018 18:50:00,  998.72,   -2.81,  270.45,   -6.00,   78.50,    4.96,    3.90,    1.07,    2.43,    3.90, 1284.99,    1.37,    2.38,   51.80,    0.00,    0.00,    0.00,    0.00,    0.00,    7.73,  421.40
05.02.2018 19:00:00,  998.67,   -2.91,  270.35,   -5.96,   79.40,    4.93,    3.91,    1.01,    2.44,    3.92, 1285.42,    1.89,    2.60,   41.79,    0.00,    0.00,    0.00,    0.00,    0.00,    7.62,  423.00
05.02.2018 19:10:00,  998.57,   -3.03,  270.24,   -5.99,   79.90,    4.88,    3.90,    0.98,    2.43,    3.91, 1285.85,    1.83,    2.44,   44.04,    0.00,    0.00,    0.00,    0.00,    0.00,    7.51,  422.90
05.02.2018 19:20:00,  998.48,   -3.18,  270.10,   -6.01,   80.70,    4.83,    3.90,    0.93,    2.43,    3.90, 1286.47,    2.24,    3.01,   42.38,    0.00,    0.00,    0.00,    0.00,    0.00,    7.39,  422.90
05.02.2018 19:30:00,  998.50,   -3.29,  269.98,   -6.00,   81.40,    4.79,    3.90,    0.89,    2.43,    3.90, 1287.03,    1.86,    2.48,   41.89,    0.00,    0.00,    0.00,    0.00,    0.00,    7.54,  423.60
05.02.2018 19:40:00,  998.45,   -3.39,  269.89,   -6.07,   81.60,    4.75,    3.88,    0.87,    2.42,    3.88, 1287.43,    2.00,    2.71,   37.43,    0.00,    0.00,    0.00,    0.00,    0.00,    8.40,  422.50
05.02.2018 19:50:00,  998.40,   -3.47,  269.82,   -6.09,   81.90,    4.72,    3.87,    0.86,    2.41,    3.88, 1287.74,    1.86,    2.28,   33.47,    0.00,    0.00,    0.00,    0.00,    0.00,    9.25,  421.80
05.02.2018 20:00:00,  998.28,   -3.48,  269.82,   -6.12,   81.80,    4.72,    3.86,    0.86,    2.41,    3.87, 1287.64,    2.41,    2.89,   29.82,    0.00,    0.00,    0.00,    0.00,    0.00,    9.50,  421.10
05.02.2018 20:10:00,  998.22,   -3.53,  269.76,   -6.14,   82.00,    4.70,    3.86,    0.85,    2.41,    3.86, 1287.83,    2.26,    3.01,   26.49,    0.00,    0.00,    0.00,    0.00,    0.00,    9.38,  421.30
05.02.2018 20:20:00,  998.18,   -3.62,  269.68,   -6.16,   82.40,    4.67,    3.85,    0.82,    2.40,    3.86, 1288.19,    1.86,    2.56,   23.64,    0.00,    0.00,    0.00,    0.00,    0.00,    9.08,  422.00
05.02.2018 20:30:00,  998.07,   -3.63,  269.68,   -6.13,   82.70,    4.67,    3.86,    0.81,    2.41,    3.87, 1288.10,    2.54,    3.53,   17.68,    0.00,    0.00,    0.00,    0.00,    0.00,    8.73,  423.30
05.02.2018 20:40:00,  998.07,   -3.76,  269.54,   -6.20,   83.10,    4.62,    3.84,    0.78,    2.40,    3.85, 1288.75,    1.70,    2.66,    9.15,    0.00,    0.00,    0.00,    0.00,    0.00,    8.37,  426.40
05.02.2018 20:50:00,  998.10,   -3.98,  269.33,   -6.28,   83.90,    4.55,    3.82,    0.73,    2.38,    3.82, 1289.81,    1.50,    2.20,   11.94,    0.00,    0.00,    0.00,    0.00,    0.00,    8.02,  426.70
05.02.2018 21:00:00,  998.11,   -4.05,  269.25,   -6.20,   84.90,    4.52,    3.84,    0.68,    2.40,    3.85, 1290.19,    1.96,    2.91,    7.06,    0.00,    0.00,    0.00,    0.00,    0.00,    7.74,  425.00
05.02.2018 21:10:00,  998.08,   -3.96,  269.35,   -6.15,   84.60,    4.55,    3.85,    0.70,    2.40,    3.86, 1289.66,    1.29,    2.73,    1.33,    0.00,    0.00,    0.00,    0.00,    0.00,    7.99,  425.10
05.02.2018 21:20:00,  998.00,   -4.03,  269.29,   -6.20,   84.70,    4.53,    3.84,    0.69,    2.40,    3.85, 1289.90,    0.36,    0.90,   31.76,    0.00,    0.00,    0.00,    0.00,    0.00,    8.86,  426.00
05.02.2018 21:30:00,  997.97,   -4.19,  269.12,   -6.28,   85.30,    4.47,    3.82,    0.66,    2.38,    3.82, 1290.68,    0.59,    1.44,   24.08,    0.00,    0.00,    0.00,    0.00,    0.00,    9.48,  424.70
05.02.2018 21:40:00,  997.96,   -4.34,  268.97,   -6.29,   86.20,    4.42,    3.81,    0.61,    2.38,    3.82, 1291.40,    0.54,    1.16,   13.69,    0.00,    0.00,    0.00,    0.00,    0.00,    9.57,  424.90
05.02.2018 21:50:00,  997.83,   -4.40,  268.92,   -6.29,   86.60,    4.40,    3.81,    0.59,    2.38,    3.82, 1291.51,    1.29,    2.08,   13.17,    0.00,    0.00,    0.00,    0.00,    0.00,    9.39,  424.80
05.02.2018 22:00:00,  997.78,   -4.65,  268.68,   -6.54,   86.50,    4.32,    3.74,    0.58,    2.33,    3.75, 1292.66,    0.34,    1.04,  355.50,    0.00,    0.00,    0.00,    0.00,    0.00,    9.08,  426.30
05.02.2018 22:10:00,  997.73,   -4.84,  268.49,   -6.54,   87.80,    4.26,    3.74,    0.52,    2.33,    3.75, 1293.53,    0.72,    1.32,   19.89,    0.00,    0.00,    0.00,    0.00,    0.00,    8.73,  426.20
05.02.2018 22:20:00,  997.64,   -4.91,  268.44,   -6.50,   88.50,    4.24,    3.75,    0.49,    2.34,    3.76, 1293.71,    1.07,    1.44,   26.17,    0.00,    0.00,    0.00,    0.00,    0.00,    8.39,  428.20
05.02.2018 22:30:00,  997.69,   -5.18,  268.16,   -6.80,   88.30,    4.15,    3.67,    0.49,    2.29,    3.67, 1295.14,    0.53,    0.88,  193.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.05,  429.70
05.02.2018 22:40:00,  997.58,   -5.25,  268.10,   -6.65,   89.80,    4.13,    3.71,    0.42,    2.31,    3.72, 1295.31,    0.77,    1.84,  333.00,    0.00,    0.00,    0.00,    0.00,    0.00,    7.74,  428.20
05.02.2018 22:50:00,  997.44,   -5.04,  268.32,   -6.45,   89.70,    4.20,    3.76,    0.43,    2.35,    3.77, 1294.07,    1.04,    2.00,    5.32,    0.00,    0.00,    0.00,    0.00,    0.00,    7.76,  428.80
05.02.2018 23:00:00,  997.36,   -5.07,  268.30,   -6.62,   88.80,    4.19,    3.72,    0.47,    2.32,    3.73, 1294.15,    0.30,    0.76,  105.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.51,  434.90
05.02.2018 23:10:00,  997.26,   -5.42,  267.95,   -6.96,   88.80,    4.08,    3.62,    0.46,    2.26,    3.63, 1295.77,    0.53,    0.82,  238.70,    0.00,    0.00,    0.00,    0.00,    0.00,    9.35,  429.30
05.02.2018 23:20:00,  997.11,   -5.30,  268.09,   -6.57,   90.70,    4.11,    3.73,    0.38,    2.33,    3.74, 1294.92,    0.54,    1.48,    8.90,    0.00,    0.00,    0.00,    0.00,    0.00,    9.60,  426.80
05.02.2018 23:30:00,  997.03,   -5.21,  268.18,   -6.47,   90.80,    4.14,    3.76,    0.38,    2.35,    3.77, 1294.37,    0.79,    1.44,   22.72,    0.00,    0.00,    0.00,    0.00,    0.00,    9.46,  426.70
05.02.2018 23:40:00,  996.93,   -5.17,  268.23,   -6.40,   91.00,    4.15,    3.78,    0.37,    2.36,    3.79, 1294.05,    1.42,    2.16,    5.50,    0.00,    0.00,    0.00,    0.00,    0.00,    9.13,  426.90
05.02.2018 23:50:00,  996.86,   -5.42,  267.99,   -6.80,   89.90,    4.08,    3.66,    0.41,    2.29,    3.68, 1295.21,    0.40,    1.20,  161.90,    0.00,    0.00,    0.00,    0.00,    0.00,    8.74,  430.30
06.02.2018 00:00:00,  996.76,   -5.80,  267.61,   -7.12,   90.30,    3.96,    3.57,    0.38,    2.23,    3.59, 1296.97,    0.44,    0.80,   85.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.34,  435.60
06.02.2018 00:10:00,  996.71,   -5.87,  267.55,   -7.15,   90.60,    3.94,    3.57,    0.37,    2.23,    3.58, 1297.24,    0.24,    0.72,   23.36,    0.00,    0.00,    0.00,    0.00,    0.00,    8.01,  439.90
06.02.2018 00:20:00,  996.63,   -6.01,  267.41,   -7.17,   91.40,    3.90,    3.56,    0.34,    2.23,    3.57, 1297.83,    0.52,    0.96,   34.64,    0.00,    0.00,    0.00,    0.00,    0.00,    8.27,  436.90
06.02.2018 00:30:00,  996.55,   -5.85,  267.57,   -7.03,   91.30,    3.94,    3.60,    0.34,    2.25,    3.61, 1296.96,    0.20,    0.46,   43.50,    0.00,    0.00,    0.00,    0.00,    0.00,    9.12,  437.60
06.02.2018 00:40:00,  996.43,   -6.06,  267.38,   -7.39,   90.20,    3.88,    3.50,    0.38,    2.19,    3.51, 1297.85,    0.31,    0.80,  172.50,    0.00,    0.00,    0.00,    0.00,    0.00,    9.63,  442.30
06.02.2018 00:50:00,  996.27,   -5.86,  267.58,   -6.97,   91.80,    3.94,    3.62,    0.32,    2.26,    3.63, 1296.63,    1.27,    2.20,   13.32,    0.00,    0.00,    0.00,    0.00,    0.00,    9.60,  429.80
06.02.2018 01:00:00,  996.16,   -5.85,  267.60,   -7.10,   90.80,    3.94,    3.58,    0.36,    2.24,    3.59, 1296.45,    0.50,    1.68,   71.10,    0.00,    0.00,    0.00,    0.00,    0.00,    9.28,  438.80
06.02.2018 01:10:00,  996.09,   -5.77,  267.69,   -6.97,   91.10,    3.97,    3.62,    0.35,    2.26,    3.63, 1295.92,    1.18,    2.04,  358.90,    0.00,    0.00,    0.00,    0.00,    0.00,    8.86,  427.50
